DrugBank ID,CAS Number,Drug Groups,InChIKey,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB12570,1228013-30-6,investigational,UFKLYTOEMRFKAD-SHTZXODSSA-N,CO[C@H]1CC[C@@H](CC1)N1C(=O)CNC2=C1N=C(C=N2)C1=CN=C(C=C1)C(C)(C)O,C21H27N5O3,,,58298316,347828792,,CHEMBL3586404,,35308326,
DB12571,215174-50-8,investigational,MYTIJGWONQOOLC-HNNXBMFYSA-N,C[C@H](C1=NOC(NC(=N)N2CCOCC2)=C1)C1=CC=C(C(F)=C1)C1=CC=CC=C1,C22H23FN4O2,,,9800765,347828793,,CHEMBL2107772,,7976528,
DB12572,459856-18-9,investigational,LBWQSAZEYIZZCE-SNVBAGLBSA-N,CC[C@@H](C)NC1=NC(C)=NC2=C(C(C)=NN12)C1=CC=C(OC)N=C1C,C18H24N6O,,,9884366,347828794,,CHEMBL482950,,8060040,29490
DB12573,1029692-15-6,investigational,IHIWYQYVBNODSV-KRWDZBQOSA-N,CC(C)OC(=O)N[C@@H]1CC2=C(C1)C1=CC(=CC=C1N2CC1=CC=CC=N1)C#N,C22H22N4O2,,,24963749,347828795,,CHEMBL3542265,,26499021,
DB12574,150869-74-2,investigational,VAMFSFIPDOODFH-UHFFFAOYSA-N,ClC1=C(Cl)C=C(NC(=O)NS(=O)(=O)C2=CC=C3OCCC3=C2)C=C1,C15H12Cl2N2O4S,,,127737,347828796,,CHEMBL307177,,113312,
DB12575,185243-78-1,investigational,NDSDGUULXHNXGA-RPDRRWSUSA-N,[H][C@@](C)(O)[C@]([H])(O)[C@@]1([H])CN=C2NC(=N)NC(N)=C2N1,C9H16N6O2,,,5287516,347828797,,,4AB,4449879,
DB12576,579494-66-9,investigational,QPUVKSKJCNGSGT-UHFFFAOYSA-N,CCCOC(=O)CC1=CC=C(OCC(=O)N(CC)CC)C(OCC)=C1,C19H29NO5,,,10286834,347828798,,CHEMBL3354350,,8462303,
DB12577,222030-63-9,investigational,WDOGQTQEKVLZIJ-WAYWQWQTSA-N,COC1=CC=C(\C=C/C2=CC(OC)=C(OC)C(OC)=C2)C=C1OP(O)(O)=O,C18H21O8P,,,5351387,347828799,,CHEMBL1206232,,4508406,
DB12578,1390631-57-8,investigational,,,,,,,347828800,,,,,
DB12579,935776-74-2,investigational,UVUYWJWYRLJHEN-UHFFFAOYSA-N,FC1=C(F)C=C(CN2CCC(CC2)NC2=CC=C(N=N2)C(F)(F)F)C=C1,C17H17F5N4,,,16058752,347828801,,CHEMBL3234237,,17218470,50003063
DB12580,622370-35-8,investigational,CAVRKWRKTNINFF-UHFFFAOYSA-N,FC(F)(F)C1=CC(=CC(CN2N=NC(=C2C2=CC=NC=C2)C2=NC=CC=C2C(=O)C2=CC=CC=C2Cl)=C1)C(F)(F)F,C28H16ClF6N5O,,,9916461,347828802,,CHEMBL3544984,,8092108,
DB12581,295350-45-7,investigational,KATZUZNTRINHDT-HALMFYTRSA-N,CCCC[C@H](NC(=O)[C@@H](CCCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,C72H96ClN17O14,,,25080293,347828803,,,,17291594,
DB12582,94-62-2,investigational,MXXWOMGUGJBKIW-YPCIICBESA-N,O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1,C17H19NO3,C03882,,638024,347828804,28821,CHEMBL43185,,553590,50148573
DB12583,9050-36-6,investigational,,,,,,,347911346,,,,,
DB12585,676501-25-0,investigational,QWNDOCKIKKQJNN-UHFFFAOYSA-N,NC(=O)C1=CC=C(OC2=C(F)C=C(CNCCC3CCOCC3)C=C2)N=C1,C20H24FN3O3,,,10457387,347828805,,CHEMBL2103878,,8632801,
DB12586,38390-45-3,investigational,FFRFGVHNKJYNOV-ZCIMLLHDSA-N,CCC1=C[C@@H]2C[N@](C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,C46H56N4O8,,,11104750,347828806,,,,9279888,
DB12587,426253-04-5,investigational,XFGOMLIRJYURLQ-GOKYHWASSA-N,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3=NC(=CS3)C3=C[C@H](C)NC3)=C(N2C1=O)C(O)=O,C18H21N3O4S2,,,10993211,347828807,,CHEMBL1256722,,9168406,
DB12588,935666-88-9,investigational,PDOQBOJDRPLBQU-QMMMGPOBSA-N,[H][C@@](C)(NC1=NC=C(Cl)C(N=C2NNC(C)=C2)=N1)C1=NC=C(F)C=N1,C14H14ClFN8,,,16659841,347828808,,CHEMBL1231124,AZ5,17592916,50335201
DB12590,325715-02-4,investigational,CBIAWPMZSFFRGN-UHFFFAOYSA-N,CN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C(=O)C1=CC=CS1,C20H16N4O2S,,,6450813,347828809,,CHEMBL262075,,4953363,86522
DB12591,1271022-90-2,investigational,JCINBYQJBYJGDM-UHFFFAOYSA-N,CCN1C(=CC2=C3N(C)C=NC3=C(NC3=NN(C)C(C)=C3)N=C12)C(=O)N(C1CC1)C1CC1,C23H28N8O,,,50922691,347828810,,CHEMBL3545215,50V,29315033,50122318
DB12592,221139-79-3,investigational,GAKUNXBDVGLOFS-DUZKARGPSA-N,CCCCCCCCCCCCCCCC(=O)OCC(COC(C)=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,C39H70O6,,,9960925,347828811,,CHEMBL157366,,8136532,
DB12593,114560-48-4,investigational,MXPOCMVWFLDDLZ-NSCUHMNNSA-N,CN1C(\C=C\CO)=C(CO)C2=C1C(=O)C=C(N1CC1)C2=O,C15H16N2O4,,,5813717,347828812,,CHEMBL73822,,4710342,
DB12594,345304-65-6,investigational,HSQAARMBHJCUOK-UHFFFAOYSA-N,OCCCNCCCC1=CC(C(=O)NCC23CC4CC(CC(C4)C2)C3)=C(Cl)C=C1,C24H35ClN2O2,,,10161381,347828813,,CHEMBL3545108,,8336889,
DB12596,82855-09-2,investigational,LGZKGOGODCLQHG-CYBMUJFWSA-N,COC1=CC=C(C[C@@H](O)C2=CC(OC)=C(OC)C(OC)=C2)C=C1O,C18H22O6,,,9895264,347828814,,CHEMBL246600,,8070931,
DB12597,1492952-76-7,investigational,VOVZXURTCKPRDQ-CQSZACIVSA-N,O[C@@H]1CCN(C1)C1=C(C=C(C=N1)C(=O)NC1=CC=C(OC(F)(F)Cl)C=C1)C1=CC=NN1,C20H18ClF2N5O3,,,72165228,347828815,,,AY7,52085218,
DB12598,81525-10-2,investigational,MQQNFDZXWVTQEH-UHFFFAOYSA-N,NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC=C2C=C(C=CC2=C1)C(N)=N,C19H17N5O2,,,4413,347828816,135466,CHEMBL273264,,4260,50063698
DB12601,502632-66-8,investigational,QIUASFSNWYMDFS-NILGECQDSA-N,COC[C@H]1OC(=O)\C(=C\N(CC=C)CC=C)C2=C(O)C(=O)C3=C([C@@H](C[C@@]4(C)[C@H]3CCC4=O)OC(C)=O)[C@@]12C,C29H35NO8,,,9849735,347828818,65345,CHEMBL411907,,8025448,
DB12602,138661-02-6,approved; investigational,CNLWNYCFDMAZCB-HUVROIHYSA-N,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CC(O)=O)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,C63H87N13O19S2,,,72128,347828819,,,,65105,
DB12604,32385-11-8,investigational,URWAJWIAIPFPJE-YFMIWBNJSA-N,[H][C@@]1(N)CC=C(CN)O[C@]1([H])O[C@]1([H])[C@@]([H])(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])OC[C@](C)(O)[C@]([H])(NC)[C@@]2([H])O)[C@@]1([H])O,C19H37N5O7,C00494,,36119,347828820,9169,CHEMBL221886,SIS,33222,
DB12605,1593673-23-4,investigational,VAZNEHLGJGSQEL-MHZLTWQESA-N,COC(=O)C1=CC(CCN(C)CCC[C@](C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)=CC=C1,C27H36N2O4,,,91824132,347828821,,CHEMBL3707312,,44208826,
DB12606,84558-93-0,investigational,QLOCVMVCRJOTTM-SDNRWEOFSA-N,CC#CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)NC1=O,C12H14N2O6,,,55281,347828822,,CHEMBL1097615,,49925,
DB12608,1141777-14-1,investigational,WJIGGYYSZBWCGC-MRXNPFEDSA-N,NCC[C@@H](O)C1=CC(OCC2CCCCC2)=CC=C1,C16H25NO2,,,25221720,347828823,,CHEMBL2107821,A3V,28528371,
DB12610,60940-34-3,investigational,DYEFUKCXAQOFHX-UHFFFAOYSA-N,O=C1N([Se]C2=CC=CC=C12)C1=CC=CC=C1,C13H9NOSe,,,3194,347828824,77543,CHEMBL51085,,3082,34233
DB12611,952021-60-2,investigational,NDEXUOWTGYUVGA-LJQANCHMSA-N,CN1C=C(C=N1)C1=C2C=NNC(=O)C3=C2C(N1)=CC(NC(=O)[C@H](N)C1CCCCC1)=C3,C22H25N7O2,,,16750408,347828825,,CHEMBL3990456,9DB,21437055,
DB12612,1306760-87-1,investigational,XRVDGNKRPOAQTN-FQEVSTJZSA-N,CC(C)OC1=CC=C(C=C1C#N)C1=NC(=NO1)C1=CC=CC2=C1CC[C@@H]2NCCO,C23H24N4O3,,,52938427,347828826,,CHEMBL3707247,,34979946,
DB12613,211439-12-2,investigational,DWLTUUXCVGVRAV-XWRHUKJGSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(O)=O,C36H60N10O12,,,9832404,347828827,,CHEMBL2103826,,8008132,
DB12614,266359-83-5,investigational,KQDRVXQXKZXMHP-LLVKDONJSA-N,[H][C@](C)(C(O)=NS(C)(=O)=O)C1=CC=C(CC(C)C)C=C1,C14H21NO3S,,,9838712,347828828,,CHEMBL191413,,8014432,50169045
DB12615,1154757-24-0,approved; investigational,IYDYFVUFSPQPPV-PEXOCOHZSA-N,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,C25H48N6O10,,,42613186,347828829,,CHEMBL1650559,EDS,26390008,
DB12617,50924-49-7,investigational,HZQDCMWJEBCWBR-UUOKFMHZSA-N,NC(=O)C1=C(O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C9H13N3O6,,,104762,347828830,31858,CHEMBL245019,MZR,94571,68669
DB12618,498-02-2,investigational,DFYRUELUNQRZTB-UHFFFAOYSA-N,COC1=C(O)C=CC(=C1)C(C)=O,C9H10O3,C11380,,2214,347828831,2781,CHEMBL346919,I75,21106900,
DB12619,172481-83-3,investigational,GMJWGJSDPOAZTP-MIDYMNAOSA-N,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)C2=CC=CC=C2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C3=CC=CC=C3)C3=CC=CC=C3)C(C)=C([C@@H](OC(C)=O)C1=O)C2(C)C,C47H51NO15,,,6918494,347828832,,CHEMBL1096237,,5293691,
DB12621,887603-94-3,investigational,QZWYXEBIQWJXAR-UHFFFAOYSA-N,O=C1N=C2C=CC=CN2C11CC2=CC=CC=C2C1,C15H12N2O,,,10220323,347828833,,,,8395815,
DB12622,545-47-1,investigational,MQYXUWHLBZFQQO-QGTGJCAVSA-N,[H][C@]12[C@@H](CC[C@]1(C)CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(C)=C,C30H50O,C08628,,259846,347828834,6570,CHEMBL289191,,228079,50377927
DB12623,752187-80-7,investigational,MFFBXYNKZHTCEY-UHFFFAOYSA-N,OC(=O)COC1=CC=CC(CN(CC2=CC=C(C=C2)N2C=CC=N2)S(=O)(=O)C2=CC=CN=C2)=C1,C24H22N4O5S,,,18376177,347828835,,CHEMBL2107783,,13358608,50016953
DB12624,71251-02-0,investigational,ZVXNYZWXUADSRV-UHFFFAOYSA-N,CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(C=C2)=NCCCCCCCC)C=C1,C36H62N4,,,51167,347828836,135826,CHEMBL1199480,,46371,
DB12625,1222102-29-5,investigational,LCDDAGSJHKEABN-MLGOLLRUSA-N,CC(C)(C)OC[C@H]1N(CCNC1=O)C(=O)C[C@H](N)CC1=CC(F)=C(F)C=C1F,C19H26F3N3O3,,,25022354,347828837,,CHEMBL1779710,,26339341,50344779
DB12627,1032823-75-8,investigational,AYJRTVVIBJSSKN-UHFFFAOYSA-N,CC(C)C1=NOC(=N1)N1CCC(COC2=CC=C(N=C2)C2=CC=C(C=C2)S(C)(=O)=O)CC1,C23H28N4O4S,,,24996872,347828838,,CHEMBL3187503,,25027409,
DB12628,50673-41-1,investigational,OEYIOHPDSNJKLS-GQALSZNTSA-N,[2H]C([2H])([2H])[N+](CCO)(C([2H])([2H])[2H])C([2H])([2H])[2H],C5H14NO,,,16213540,347828839,,,,17341248,
DB12629,1158-10-7,investigational,WONYMNWUJVKVII-UHFFFAOYSA-N,OC(=O)CCC1=CC(I)=C(OC2=CC=C(O)C=C2)C(I)=C1,C15H12I2O4,,,160565,347828840,134267,CHEMBL2348292,,141095,50431457
DB12630,19475-26-4,investigational,GASDVTHQNCFANM-UHFFFAOYSA-N,CC(C)CCOC(=O)C(=C)C#N,C9H13NO2,,,29626,347828841,,,,27536,
DB12631,227803-63-6,investigational,RUBMHAHMIJSMHA-LBWFYSSPSA-N,CCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(O)=O,C42H64N12O11,,,9811551,347828842,,,,7987306,
DB12632,1228650-83-6,investigational,CFKBNYUHQSQBSX-CYWCHRQTSA-N,O[C@]1(CC[C@@H](CC1)N1CC(C1)NC(=O)CNC(=O)C1=CC=CC(=C1)C(F)(F)F)C1=CN=CS1,C22H25F3N4O3S,,,46208367,347828843,,CHEMBL2204263,,28649447,50400695
DB12633,160237-25-2,investigational,UBJAHGAUPNGZFF-XOVTVWCYSA-N,CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C,C49H55NO14S,,,6918461,347828844,,,,5293658,
DB12635,481629-87-2,investigational,HSXLMAFNWCSZGP-UHFFFAOYSA-N,CC1=CC=CC(=C1)C1=CC=C2N(CC3=CC=C(C=C3)C(C)(C)C)C=C(C(=O)C(O)=O)C2=C1,C28H27NO3,,,10224267,347828845,,CHEMBL325424,,8399758,50149272
DB12637,96346-61-1,investigational,IEXUMDBQLIVNHZ-YOUGDJEHSA-N,CN(C)C1=CC=C(C=C1)[C@H]1C[C@]2(C)[C@@H](CC[C@]2(O)CCCO)[C@@H]2CCC3=CC(=O)CCC3=C12,C29H39NO3,,,5311505,347828846,,CHEMBL1908373,,4470982,50366558
DB12638,873436-91-0,investigational,SUPVGFZUWFMATN-UHFFFAOYSA-N,CC(C)NCCCN1C(SC2=C(I)C=C3OCOC3=C2)=NC2=C(N)N=CN=C12,C18H21IN6O2S,,,9549213,347828847,,CHEMBL200102,H71,7828134,50180302
DB12640,1190094-64-4,investigational,JAHDAIPFBPPQHQ-GDLZYMKVSA-N,CN1C=NC=C1[C@@](O)(C1=CC=C(Cl)C=C1)C1=CC=C2N(C)C(=O)C=C(C3=CC=CC(=C3)C#C)C2=C1,C29H22ClN3O2,,,46208720,347828848,,,,32700126,
DB12641,508233-95-2,investigational,CVASBKDYSQKLSO-UHFFFAOYSA-N,CC1=CC=C(SC2=CC=CC=C2C2CCNCC2)C=C1,C18H21NS,,,9878913,347828849,,CHEMBL2104986,,8054590,
DB12642,1261491-89-7,investigational,FYJLDICZGDFWKP-UHFFFAOYSA-N,CCCCCCCCCCCCCCOC1=CC=C(O1)C(=O)OCC(=O)N(C)CC(=O)OCC,C26H43NO7,,,89497391,347828850,,CHEMBL3989947,,52083957,
DB12643,439687-69-1,investigational,NJXZWIIMWNEOGJ-WEWKHQNJSA-N,[H][C@]1(O)CN([C@@]([H])(C1)C(=O)N(C)C)[C@@]1(C(=O)N(C2=C1C=C(Cl)C=C2)S(=O)(=O)C1=C(OC)C=C(OC)C=C1)C1=CC=CC=C1OC,C30H32ClN3O8S,,,9895468,347828851,,CHEMBL582857,,8071134,50299343
DB12644,934282-55-0,investigational,SXWHYTICXCLKDG-GFCCVEGCSA-N,C[C@@H](OC1=NN=C(N1C)C1=CC=NC=C1)C1=NOC(=C1)C1=CC=CC(Cl)=C1,C19H16ClN5O2,,,16041426,347828852,,CHEMBL3545164,,13169971,
DB12645,497833-27-9,investigational,YALNUENQHAQXEA-UHFFFAOYSA-N,CCN(CC)CC1=CC=C2C=C(COC(=O)NC3=CC=C(C=C3)C(=O)NO)C=CC2=C1,C24H27N3O4,,,9804992,347828853,94187,CHEMBL1213492,,7980752,50105329
DB12647,6829-55-6,investigational,GJJVAFUKOBZPCB-ZGRPYONQSA-N,CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC1(C)CCC2=CC(O)=CC=C2O1,C26H38O2,,,9929901,347828854,,CHEMBL120643,,8105532,
DB12648,143413-47-2,investigational,XUNKPNYCNUKOAU-VXJRNSOOSA-N,N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,C54H110N36O10,,,25077438,347828855,,,,17292141,
DB12649,464213-10-3,investigational,AXJQVVLKUYCICH-OAQYLSRUSA-N,CN\C(=N/S(=O)(=O)C1=CC=C(Cl)C=C1)N1C[C@@H](C(=N1)C1=CC=C(Cl)C=C1)C1=CC=CC=C1,C23H20Cl2N4O2S,,,9826744,347828856,,CHEMBL412262,,8002487,50230537
DB12650,,investigational,MEZLKOACVSPNER-FDJJMKDCSA-N,[2H]C([2H])(C#C)N([11CH3])[C@H](C)CC1=CC=CC=C1,C13H17N,,,90274764,347828857,,,,52084044,
DB12651,218600-44-3,investigational,TXGZJQLMVSIZEI-UQMAOPSPSA-N,CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O,C31H41NO4,,,400010,347828858,,CHEMBL1093059,,354529,
DB12654,1010412-80-2,investigational,OIDYMQICWGYEDR-UHFFFAOYSA-N,COCCOC1=CC(OCCOC)=CC(CN2C3=CC=CC=C3C(=C2C(O)=O)C2=CC=C(C=C2)C(C)(C)C)=C1,C32H37NO6,,,24946920,347828859,,,,32698223,
DB12655,1037210-93-7,investigational,HZLFFNCLTRVYJG-WWGOJCOQSA-N,C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](CC[C@]4(C)[C@H]3CC2=C(C)C1)NS(C)(=O)=O,C29H48N2O3S,,,25027363,347828860,,CHEMBL538867,,24611265,50293788
DB12657,1298030-18-8,investigational,BPLVDYJDAVYLRQ-UHFFFAOYSA-N,COCCC1=CC=C(C=N1)C1=C(C)N=C2N1N=CC=C2N1CCOCC1,C19H23N5O2,,,51352628,347828861,,CHEMBL2180408,,28424205,50397991
DB12658,620175-39-5,investigational,QXTWSUQCXCWEHF-JXMROGBWSA-N,CN(CC1=C(C)C2=CC=CC=C2O1)C(=O)\C=C\C1=CC2=C(NC(=O)CC2)N=C1,C22H21N3O3,,,10407120,347828862,,CHEMBL1652621,,8582558,50052244
DB12659,1424799-20-1,investigational,VKCPFWKTFZAOTO-LEWJYISDSA-N,FC1=CC=C(NC(=O)[C@@H]2[C@H](N(CC(F)(F)F)C(=O)C3=CC=CC=C23)C2=CC=CN=C2)C=C1C#N,C24H16F4N4O2,,,89508529,347828863,,,,52084616,
DB12660,1312547-19-5,investigational,ATOLIHZIXHZSBA-BTSKBWHGSA-N,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC2=CC=C(C=C2N1)C1=CSC2=C1SC=C2C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1,C47H48N8O6S2,,,58310140,347828864,,CHEMBL3039519,,30843806,
DB12661,34661-75-1,investigational,ICMGLRUYEQNHPF-UHFFFAOYSA-N,COC1=CC=CC=C1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,C20H29N5O3,,,5639,347828865,32278,CHEMBL279229,,5437,
DB12662,476436-68-7,investigational,OKJHGOPITGTTIM-DEOSSOPVSA-N,CO[C@@H](CC1=CC=C(OCCCOC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1)C(O)=O,C25H26O6,,,9888484,347828866,,CHEMBL181954,,8064156,50157056
DB12663,103337-74-2,investigational,XQKYUBTUOHHNDV-UHFFFAOYSA-N,FC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,C17H9Cl2FN4O2,,,59745,347828867,,CHEMBL2104819,,53894,
DB12664,202844-10-8,investigational,MNLULKBKWKTZPE-UHFFFAOYSA-N,NC(=O)CNC1CC2=CC=CC=C2C1,C11H14N2O,,,10192617,347828868,,,,8368117,
DB12665,482-35-9,investigational,OVSQVDMCBVZWGM-QSOFNFLRSA-N,OC[C@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,C21H20O12,C05623,,5280804,347828869,68352,CHEMBL250450,,4444361,153265
DB12666,226954-04-7,investigational,NBMBIEOUVBHEBM-UHFFFAOYSA-N,CCN(CC1=CC=CC=C1)C(=O)CN1C(=O)N(C)C2=CN=C(N=C12)C1=CC=CC=C1,C23H23N5O2,,,6433109,347828870,,CHEMBL513922,,4938297,50266889
DB12667,14222-60-7,approved; investigational,VRDIULHPQTYCLN-UHFFFAOYSA-N,CCCC1=NC=CC(=C1)C(S)=N,C9H12N2S,,,666418,347828871,32066,CHEMBL1378024,,579891,
DB12668,58569-55-4,investigational,YFGBQHOOROIVKG-FKBYEOEOSA-N,CSCC[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(O)=O,C27H35N5O7S,C11684,,443363,347828872,6618,CHEMBL13786,,391597,50019056
DB12669,895533-09-2,investigational,MAFACRSJGNJHCF-UHFFFAOYSA-N,COC1=CC=C(C)C=C1NC(=O)NC1=NC2=CC=C(NC3=NC=NC4=CC(OCCCN5CCN(C)CC5)=C(OC)C=C34)C=C2S1,C33H38N8O4S,,,44467821,347828873,,,,52084013,
DB12670,136199-02-5,investigational,PJBFVWGQFLYWCB-QUYAXPHCSA-N,CCCN1C2=C(NC(=N2)C23C[C@@H]4CC2C[C@H](C3)C4)C(=O)N(CCC)C1=O,C20H28N4O2,,,11948288,347828874,,,,10122604,
DB12671,251111-30-5,investigational,ZEZFKUBILQRZCK-MJSCXXSSSA-N,CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C1=CC=C(OCCN(C)C)C=C1,C29H41NO6,,,6918502,347828875,,,,5293699,148430
DB12672,118525-40-9,investigational,TUUXBSASAQJECY-UHFFFAOYSA-N,COC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C(CC=C(C)C)=C2O1,C21H20O6,,,5318980,347828876,,CHEMBL498485,,4477409,50272527
DB12673,,investigational,ALANRBCCCQEPFZ-UHFFFAOYSA-N,CC(C)C1=CC=C(C=C1)C1=NC(=O)N(CC2=CC=C3N=C(Br)C=NC3=C2)C2=CC=C(OCC#C)C=C12,C29H23BrN4O2,,,119026214,347828877,,,,52085180,
DB12674,497871-47-3,investigational,YDDMIZRDDREKEP-HWTBNCOESA-N,COC1=CC=C2NC3=C(CCN[C@]33CS[C@H]4[C@H]5[C@@H]6N(C)[C@@H](CC7=C6C(O)=C(OC)C(C)=C7)[C@H](O)N5[C@@H](COC3=O)C3=C4C(OC(C)=O)=C(C)C4=C3OCO4)C2=C1,C41H44N4O10S,,,57327016,347828878,,,,32701856,
DB12675,1331782-27-4,investigational,WLLOFQROROXOMO-GOSISDBHSA-N,OC1(CN2CCC(COC3=NOC4=CC=CC(O[C@@H]5CCOC5)=C34)CC2)CCOCC1,C23H32N2O6,,,53354764,347828879,,CHEMBL2152922,,28667465,50398598
DB12676,31690-11-6,investigational,QYNUQALWYRSVHF-OLZOCXBDSA-N,[H][C@@]12CN(CN1C1=C(NC2)N=C(N)NC1=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C20H23N7O6,,,445117,347828880,1989,,MEF,392851,
DB12677,149606-27-9,investigational,DZMVCVHATYROOS-ZBFGKEHZSA-N,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCC1=CC=CC=C1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,C39H67N5O6,,,6918315,347828881,,CHEMBL3989512,,5293519,
DB12678,661472-41-9,investigational,KUBPNVYPKPWGRJ-LIVOIKKVSA-N,NC(=O)C1(CCNCC1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@@H](CC1=CSC2=CC=CC=C12)NC(=O)C1CCNCC1,C43H50N8O5S,,,44251769,347828882,,,,32699203,
DB12679,857064-38-1,investigational,VFUAJMPDXIRPKO-LQELWAHVSA-N,C[C@H](NC(=O)C(=C\C1=CC=CC(Br)=N1)\C#N)C1=CC=CC=C1,C17H14BrN3O,,,11210478,347828883,,CHEMBL1923234,,9385540,
